"dispatching_base_num","pickup_datetime","dropOff_datetime","PUlocationID","DOlocationID","SR_Flag","Affiliated_base_number"
"B03016",2020-04-15 21:42:49.000000,2020-04-15 21:47:10.000000,,259,,"B02875"
"B01239",2020-04-21 15:29:31.000000,2020-04-21 15:46:08.000000,,185,,"B01285"
"B00536",2020-04-05 10:37:18.000000,2020-04-05 10:59:52.000000,,222,,"B00536"
"B01145",2020-04-23 22:44:49.000000,2020-04-23 22:56:13.000000,264,247,,"B02870"
"B03016",2020-04-27 06:00:56.000000,2020-04-27 06:06:06.000000,,240,,"B03016"
"B01899",2020-04-27 04:47:27.000000,2020-04-27 04:54:09.000000,264,264,,"B01899"
"B02461",2020-04-30 08:34:47.000000,2020-04-30 08:55:50.000000,264,247,,"B02461"
"B01779",2020-04-08 08:30:00.000000,2020-04-08 08:47:00.000000,,,,"B01779"
"B01051",2020-04-18 07:05:06.000000,2020-04-18 07:14:10.000000,,182,,"B01051"
"B00856",2020-04-29 06:35:52.000000,2020-04-29 06:41:42.000000,264,76,,"B03176"
"B01485",2020-04-23 15:52:50.000000,2020-04-23 16:08:02.000000,264,188,,"B01485"
"B03047",2020-04-03 10:38:47.000000,2020-04-03 11:20:57.000000,251,244,,"B03047"
"B01312",2020-04-10 07:14:42.000000,2020-04-10 07:38:04.000000,264,257,,"B02871"
"B01984",2020-04-24 13:18:00.000000,2020-04-24 13:21:00.000000,,16,,"B01984"
"B00310",2020-04-27 07:56:06.000000,2020-04-27 08:05:56.000000,264,78,,"B03047"
"B00706",2020-04-25 07:58:51.000000,2020-04-25 08:06:49.000000,206,115,,"B00706"
"B01312",2020-04-20 11:40:13.000000,2020-04-20 12:12:54.000000,264,59,,"B02765"
"B00445",2020-04-05 01:44:04.000000,2020-04-05 01:50:27.000000,92,92,,"B00445"
"B00448",2020-04-22 14:12:06.000000,2020-04-22 14:25:41.000000,,133,,"B00448"
"B02905",2020-04-21 15:02:36.000000,2020-04-21 15:04:48.000000,,26,,"B02905"
"B01239",2020-04-16 21:18:25.000000,2020-04-16 21:26:20.000000,,60,,"B02765"
"B01239",2020-04-25 06:00:31.000000,2020-04-25 06:16:12.000000,,94,,"B02866"
"B00310",2020-04-23 12:09:02.000000,2020-04-23 12:43:29.000000,264,212,,"B02887"
"B02849",2020-04-28 08:57:56.000000,2020-04-28 09:33:38.000000,264,47,,"B02849"
"B02133",2020-04-28 10:02:16.000000,2020-04-28 10:13:07.000000,264,264,,"B02844"
"B01061",2020-04-18 19:35:09.000000,2020-04-18 19:52:21.000000,264,75,,"B01061"
"B02735",2020-04-30 03:53:35.000000,2020-04-30 03:56:40.000000,,259,,"B02870"
"B02735",2020-04-21 02:10:37.000000,2020-04-21 02:15:30.000000,,254,,"B02875"
"B02352",2020-04-20 14:31:17.000000,2020-04-20 14:34:24.000000,,227,,"B02352"
"B03204",2020-04-18 08:00:58.000000,2020-04-18 09:20:41.000000,,76,,"B03204"
"B00221",2020-04-08 08:30:00.000000,2020-04-08 08:35:09.000000,,244,,"B00221"
"B00254",2020-04-02 11:01:17.000000,2020-04-02 11:25:50.000000,232,72,,"B00254"
"B01312",2020-04-30 05:24:03.000000,2020-04-30 05:25:11.000000,264,80,,"B02864"
"B00256",2020-04-28 16:29:48.000000,2020-04-28 17:09:04.000000,264,264,,"B00256"
"B01061",2020-04-30 17:10:30.000000,2020-04-30 17:23:13.000000,264,18,,"B01061"
"B01639",2020-04-14 20:10:16.000000,2020-04-14 20:17:58.000000,264,167,,"B01639"
"B02550",2020-04-30 12:06:50.000000,2020-04-30 12:24:36.000000,,260,,"B02550"
"B03016",2020-04-23 20:58:51.000000,2020-04-23 21:08:03.000000,,259,,"B02882"
"B02437",2020-04-29 15:07:36.000000,2020-04-29 15:17:24.000000,264,116,,"B02437"
"B01340",2020-04-17 09:28:20.000000,2020-04-17 09:36:30.000000,264,47,,"B01340"
"B02537",2020-04-25 19:38:41.000000,2020-04-25 19:51:45.000000,,168,,"B02537"
"B03017",2020-04-04 08:05:56.000000,2020-04-04 08:38:39.000000,212,25,,"B03017"
"B01091",2020-04-06 15:49:52.000000,2020-04-06 15:59:55.000000,264,264,,"B01091"
"B00706",2020-04-19 15:35:41.000000,2020-04-19 15:40:53.000000,206,221,,"B00706"
"B01768",2020-04-21 11:32:19.000000,2020-04-21 11:32:47.000000,264,74,,"B01768"
"B00647",2020-04-17 04:44:40.000000,2020-04-17 04:57:07.000000,264,126,,"B00647"
"B00254",2020-04-29 08:10:12.000000,2020-04-29 08:35:41.000000,51,265,,"B00254"
"B00789",2020-04-16 15:52:41.000000,2020-04-16 16:01:05.000000,,,,"B00789"
"B02243",2020-04-09 10:15:08.000000,2020-04-09 10:43:26.000000,228,212,,"B02243"
"B00647",2020-04-30 14:55:06.000000,2020-04-30 15:10:05.000000,264,78,,"B00647"
"B01016",2020-04-24 13:00:35.000000,2020-04-24 13:14:19.000000,264,35,,"B01016"
"B00706",2020-04-16 08:06:54.000000,2020-04-16 08:44:10.000000,115,148,,"B00706"
"B00225",2020-04-09 22:48:55.000000,2020-04-09 23:07:49.000000,264,74,,"B00225"
"B00412",2020-04-21 06:50:19.000000,2020-04-21 07:21:34.000000,264,264,,"B01899"
"B01482",2020-04-30 10:02:00.000000,2020-04-30 10:25:00.000000,264,264,,"B01482"
"B03016",2020-04-09 20:56:14.000000,2020-04-09 21:12:19.000000,,174,,"B02877"
"B01340",2020-04-24 16:40:22.000000,2020-04-24 16:52:43.000000,264,168,,"B01340"
"B01312",2020-04-07 09:05:46.000000,2020-04-07 09:21:39.000000,264,37,,"B02887"
"B02550",2020-04-22 22:22:08.000000,2020-04-22 22:40:01.000000,,153,,"B02864"
"B01051",2020-04-12 19:59:52.000000,2020-04-12 20:04:42.000000,,243,,"B01051"
"B01013",2020-04-16 15:25:00.000000,2020-04-16 16:00:00.000000,,,,"B01013"
"B02803",2020-04-28 15:30:31.000000,2020-04-28 15:39:14.000000,75,166,,"B02803"
"B00222",2020-04-03 14:05:27.000000,2020-04-03 14:16:55.000000,,168,,"B00222"
"B02709",2020-04-15 13:22:02.000000,2020-04-15 13:38:29.000000,264,264,,"B02709"
"B03016",2020-04-10 20:09:58.000000,2020-04-10 20:22:03.000000,,254,,"B02888"
"B02735",2020-04-07 14:55:29.000000,2020-04-07 15:07:26.000000,,247,,"B02877"
"B01710",2020-04-04 12:47:24.000000,2020-04-04 12:47:29.000000,264,264,,"B01710"
"B01964",2020-04-03 19:00:00.000000,2020-04-03 19:32:11.000000,265,132,,"B01964"
"B00900",2020-04-21 21:58:39.000000,2020-04-21 22:02:44.000000,264,258,,"B00900"
"B00900",2020-04-03 15:34:17.000000,2020-04-03 15:49:54.000000,264,77,,"B00900"
"B03060",2020-04-26 18:50:05.000000,2020-04-26 18:59:09.000000,264,26,,"B02492"
"B03016",2020-04-03 20:17:25.000000,2020-04-03 20:22:14.000000,,81,,"B02882"
"B01145",2020-04-03 13:41:06.000000,2020-04-03 13:57:43.000000,264,126,,"B02875"
"B02461",2020-04-27 08:41:47.000000,2020-04-27 08:45:49.000000,264,244,,"B02461"
"B01109",2020-04-25 17:56:09.000000,2020-04-25 18:08:09.000000,264,25,,"B01109"
"B01239",2020-04-21 16:27:01.000000,2020-04-21 16:44:12.000000,,81,,"B01239"
"B03016",2020-04-21 13:45:25.000000,2020-04-21 13:55:35.000000,,18,,"B02869"
"B01339",2020-04-18 18:56:55.000000,2020-04-18 19:06:52.000000,,169,,"B01339"
"B02546",2020-04-15 00:09:25.000000,2020-04-15 00:17:16.000000,264,59,,"B02546"
"B02968",2020-04-10 08:38:49.000000,2020-04-10 08:54:20.000000,264,41,,"B02968"
"B00412",2020-04-21 19:27:43.000000,2020-04-21 19:34:34.000000,264,264,,"B01899"
"B02437",2020-04-26 06:50:56.000000,2020-04-26 07:03:21.000000,264,182,,"B02437"
"B01312",2020-04-28 13:30:06.000000,2020-04-28 13:51:23.000000,264,28,,"B02682"
"B01239",2020-04-25 00:08:22.000000,2020-04-25 00:18:19.000000,,18,,"B01239"
"B00911",2020-04-20 08:12:29.000000,2020-04-20 08:35:39.000000,264,166,,"B00911"
"B01145",2020-04-30 17:20:23.000000,2020-04-30 17:24:17.000000,264,159,,"B01145"
"B01454",2020-04-17 22:27:48.000000,2020-04-17 22:42:35.000000,264,61,,"B01454"
"B03092",2020-04-27 09:30:00.000000,2020-04-27 10:37:00.000000,264,264,,"B03092"
"B01466",2020-04-09 20:27:24.000000,2020-04-09 20:32:22.000000,264,91,,"B01466"
"B00013",2020-04-26 15:57:52.000000,2020-04-26 16:38:12.000000,,,,"B00013"
"B00310",2020-04-06 13:31:04.000000,2020-04-06 13:39:40.000000,264,212,,"B02865"
"B01118",2020-04-08 10:40:43.000000,2020-04-08 11:00:18.000000,264,37,,"B02872"
"B03016",2020-04-05 19:13:04.000000,2020-04-05 19:28:03.000000,,254,,"B02882"
"B02182",2020-04-08 18:20:43.000000,2020-04-08 18:27:53.000000,264,264,,"B02883"
"B01536",2020-04-03 07:16:29.000000,2020-04-03 07:22:58.000000,264,126,,"B01536"
"B00492",2020-04-29 08:20:00.000000,2020-04-29 08:30:00.000000,259,174,,"B00492"
"B01871",2020-04-20 15:31:00.000000,2020-04-20 15:51:00.000000,,,,"B02800"
"B01808",2020-04-20 15:00:00.000000,2020-04-20 15:12:00.000000,264,264,,"B01808"
"B03016",2020-04-06 08:30:00.000000,2020-04-06 08:42:11.000000,,242,,"B02875"
"B01312",2020-04-08 02:06:21.000000,2020-04-08 02:09:34.000000,264,217,,"B03177"
"B03016",2020-04-10 06:28:21.000000,2020-04-10 06:38:18.000000,,259,,"B03016"
"B00856",2020-04-10 10:53:28.000000,2020-04-10 11:04:09.000000,264,39,,"B02869"
"B01536",2020-04-30 09:17:12.000000,2020-04-30 09:23:44.000000,264,174,,"B01536"
"B02803",2020-04-18 07:30:00.000000,2020-04-18 07:40:58.000000,7,137,,"B02803"
"B01984",2020-04-15 14:20:00.000000,2020-04-15 14:30:00.000000,,227,,"B01984"
"B02162",2020-04-05 02:49:58.000000,2020-04-05 02:52:06.000000,264,35,,"UBER"
"B01413",2020-04-22 15:47:37.000000,2020-04-22 16:00:20.000000,263,140,,"B01413"
"B02811",2020-04-15 13:39:00.000000,2020-04-15 13:50:14.000000,264,264,,"B02811 - M.L. Trips"
"B01145",2020-04-21 00:36:55.000000,2020-04-21 00:53:23.000000,264,78,,"B02971"
"B01091",2020-04-28 10:29:39.000000,2020-04-28 10:39:42.000000,,,,"B01091"
"B00445",2020-04-27 08:01:18.000000,2020-04-27 08:05:59.000000,252,252,,"B00445"
"B01340",2020-04-19 05:46:06.000000,2020-04-19 06:24:46.000000,264,76,,"B01340"
"B00597",2020-04-14 12:48:28.000000,2020-04-14 13:09:25.000000,264,264,,"B00597"
"B02661",2020-04-23 10:40:00.000000,2020-04-23 11:05:00.000000,221,221,,"B02661"
"B02947",2020-04-06 08:00:00.000000,2020-04-06 08:25:13.000000,63,75,,"B02947"
"B01616",2020-04-16 07:31:12.000000,2020-04-16 07:40:00.000000,,36,,"B01616"
"B01315",2020-04-20 10:25:43.000000,2020-04-20 10:37:10.000000,264,213,,"B01315"
"B00277",2020-04-24 14:50:32.000000,2020-04-24 15:41:26.000000,,,,"B00277"
"B01312",2020-04-09 12:38:45.000000,2020-04-09 12:46:50.000000,264,37,,"B02563"
"B01065",2020-04-05 19:17:50.000000,2020-04-05 19:45:39.000000,264,93,,"B01065"
"B00856",2020-04-01 14:47:00.000000,2020-04-01 15:00:27.000000,264,39,,"B00256"
"B03017",2020-04-14 08:08:07.000000,2020-04-14 08:26:44.000000,3,169,,"B03017"
"B00457",2020-04-27 09:15:11.000000,2020-04-27 09:24:25.000000,,169,,"B00457"
"B02437",2020-04-15 09:59:17.000000,2020-04-15 10:25:09.000000,264,174,,"B02437"
"B02107",2020-04-15 08:35:39.000000,2020-04-15 08:42:01.000000,,185,,"B02107"
"B02550",2020-04-20 14:19:01.000000,2020-04-20 14:34:32.000000,,254,,"B02550"
"B03060",2020-04-29 11:40:14.000000,2020-04-29 11:58:34.000000,264,149,,"B02871"
"B01061",2020-04-19 07:57:54.000000,2020-04-19 08:08:23.000000,264,3,,"B01061"
"B00789",2020-04-30 08:00:57.000000,2020-04-30 08:28:02.000000,,,,"B00789"
"B02947",2020-04-09 09:00:00.000000,2020-04-09 09:07:39.000000,247,78,,"B02947"
"B01328",2020-04-04 17:29:00.000000,2020-04-04 17:32:00.000000,119,75,,"B02534"
"B02794",2020-04-13 08:06:10.000000,2020-04-13 08:59:25.000000,264,75,,"B02492"
"B02003",2020-04-29 06:49:58.000000,2020-04-29 07:48:08.000000,,,,"B02003"
"B03023",2020-04-29 11:27:05.000000,2020-04-29 11:35:30.000000,75,119,,"B03023"
"B01061",2020-04-25 15:45:36.000000,2020-04-25 15:59:14.000000,264,51,,"B01061"
"B02550",2020-04-30 12:48:19.000000,2020-04-30 12:55:58.000000,,37,,"B02903"
"B03016",2020-04-01 07:36:09.000000,2020-04-01 07:54:02.000000,,162,,"B02864"
"B01239",2020-04-22 08:38:09.000000,2020-04-22 08:41:12.000000,,259,,"B02882"
"B01087",2020-04-22 21:00:26.000000,2020-04-22 21:22:22.000000,87,74,,"B01087"
"B00789",2020-04-05 22:49:05.000000,2020-04-05 23:25:37.000000,,,,"B00789"
"B01051",2020-04-30 23:48:01.000000,2020-05-01 00:38:55.000000,,213,,"B01051"
"B02550",2020-04-17 12:15:24.000000,2020-04-17 12:44:24.000000,,107,,"B02550"
"B01338",2020-04-27 10:35:51.000000,2020-04-27 10:39:59.000000,,185,,"B01338"
"B00310",2020-04-04 19:55:31.000000,2020-04-04 19:59:47.000000,264,248,,"B00310"
"B02834",2020-04-15 10:10:12.000000,2020-04-15 10:15:45.000000,227,14,,"B02834"
"B01964",2020-04-10 18:19:00.000000,2020-04-10 18:52:10.000000,132,1,,"B01964"
"B02534",2020-04-29 10:47:00.000000,2020-04-29 11:14:00.000000,140,10,,"B02534"
"B03002",2020-04-17 12:49:00.000000,2020-04-17 13:01:15.000000,,75,,"B03002"
"B02563",2020-04-22 07:39:45.000000,2020-04-22 07:42:03.000000,264,160,,"B02563"
"B00911",2020-04-20 03:53:27.000000,2020-04-20 04:02:36.000000,264,78,,"B00911"
"B03166",2020-04-02 15:56:21.000000,2020-04-02 16:37:46.000000,140,89,,"B03166"
"B02794",2020-04-20 01:00:09.000000,2020-04-20 01:05:21.000000,264,76,,"B02682"
"B02550",2020-04-16 08:21:43.000000,2020-04-16 08:30:28.000000,,160,,"B02869"
"B00008",2020-04-23 04:51:00.000000,2020-04-23 05:06:00.000000,264,264,,"B00008"
"B00014",2020-04-26 12:29:19.000000,2020-04-26 12:31:51.000000,,,,"B00014"
"B00855",2020-04-15 17:10:00.000000,2020-04-15 17:20:00.000000,86,117,,"B00855"
"B02461",2020-04-30 08:54:46.000000,2020-04-30 08:59:40.000000,264,42,,"B02461"
"B01485",2020-04-05 06:39:29.000000,2020-04-05 06:53:00.000000,264,76,,"B01485"
"B03060",2020-04-30 00:52:16.000000,2020-04-30 00:57:01.000000,264,22,,"B02617"
"B02677",2020-04-11 16:45:40.000000,2020-04-11 16:49:50.000000,264,39,,"B02677"
"B00706",2020-04-10 21:48:52.000000,2020-04-10 22:12:31.000000,206,156,,"B00706"
"B00647",2020-04-30 21:29:41.000000,2020-04-30 22:00:43.000000,264,169,,"B00647"
"B01811",2020-04-09 20:48:27.000000,2020-04-09 20:53:36.000000,264,42,,"B01811"
"B02416",2020-04-26 00:59:01.000000,2020-04-26 01:18:13.000000,,,,
"B00254",2020-04-30 08:00:25.000000,2020-04-30 08:30:41.000000,51,265,,"B00254"
"B01051",2020-04-07 09:18:58.000000,2020-04-07 09:27:47.000000,,250,,"B01051"
"B02794",2020-04-08 10:27:44.000000,2020-04-08 10:33:00.000000,264,71,,"B02794"
"B01899",2020-04-02 07:07:58.000000,2020-04-02 07:31:03.000000,264,264,,"B01899"
"B00310",2020-04-10 17:42:52.000000,2020-04-10 17:50:11.000000,264,31,,"B00310"
"B02437",2020-04-05 17:18:24.000000,2020-04-05 17:25:45.000000,264,152,,"B02437"
"B02881",2020-04-07 11:13:55.000000,2020-04-07 11:33:01.000000,117,265,,"B02881"
"B01454",2020-04-21 04:17:17.000000,2020-04-21 04:26:40.000000,264,188,,"B01454"
"B00381",2020-04-17 17:46:41.000000,2020-04-17 17:51:42.000000,,,,"B00381"
"B02550",2020-04-30 04:25:50.000000,2020-04-30 04:47:42.000000,,137,,"B03107"
"B00531",2020-04-25 12:20:13.000000,2020-04-25 13:46:13.000000,133,265,,"B00531"
"B01312",2020-04-26 10:12:34.000000,2020-04-26 10:36:44.000000,264,227,,"B02883"
"B00310",2020-04-11 12:21:41.000000,2020-04-11 12:23:54.000000,264,247,,"B02878"
"B00271",2020-04-23 16:13:29.000000,2020-04-23 16:32:01.000000,264,127,,"B00271"
"B02930",2020-04-25 14:07:01.000000,2020-04-25 14:10:43.000000,264,242,,"B02930"
"B00821",2020-04-02 18:24:55.000000,2020-04-02 18:28:03.000000,264,76,,"B02826"
"B01700",2020-04-08 03:49:00.000000,2020-04-08 04:15:00.000000,264,264,,"b01700"
"B03033",2020-04-25 19:29:49.000000,2020-04-25 19:35:03.000000,264,17,,"B03033"
"B02881",2020-04-28 12:53:49.000000,2020-04-28 13:13:38.000000,129,102,,"B02881"
"B01626",2020-04-15 06:54:55.000000,2020-04-15 06:57:58.000000,264,28,,"B01626"
"B00225",2020-04-19 15:19:31.000000,2020-04-19 15:42:25.000000,264,213,,"B02865"
"B03160",2020-04-17 15:09:00.000000,2020-04-17 15:24:00.000000,201,30,,"B02875"
"B02509",2020-04-13 07:07:08.000000,2020-04-13 07:12:06.000000,264,74,,"B02879"
"B00706",2020-04-12 20:01:08.000000,2020-04-12 20:10:34.000000,206,115,,"B00706"
"B02826",2020-04-28 09:00:09.000000,2020-04-28 09:49:17.000000,,117,,"B02826"
"B01871",2020-04-21 09:44:00.000000,2020-04-21 09:57:00.000000,,,,"B02800"
"B01877",2020-04-23 05:36:03.000000,2020-04-23 05:38:26.000000,,,,"B00306"
"B01285",2020-04-08 13:19:17.000000,2020-04-08 13:25:11.000000,264,119,,"B01285"
"B01639",2020-04-03 13:35:34.000000,2020-04-03 13:40:28.000000,264,42,,"B01639"
"B00310",2020-04-26 20:14:15.000000,2020-04-26 20:30:08.000000,264,254,,"B03136"
"B01899",2020-04-05 13:59:09.000000,2020-04-05 14:18:36.000000,264,264,,"B01899"
"B00013",2020-04-21 18:18:55.000000,2020-04-21 18:30:20.000000,,,,"B00013"
"B00597",2020-04-09 09:55:19.000000,2020-04-09 10:03:09.000000,264,264,,"B00597"
"B02437",2020-04-10 15:14:18.000000,2020-04-10 15:29:43.000000,264,213,,"B02437"
"B01312",2020-04-03 09:40:44.000000,2020-04-03 10:00:46.000000,264,17,,"B02883"
"B00448",2020-04-17 16:43:09.000000,2020-04-17 17:13:02.000000,,265,,"B00448"
"B02534",2020-04-17 09:54:00.000000,2020-04-17 10:36:00.000000,42,41,,"B02534"
"B01051",2020-04-14 23:25:44.000000,2020-04-14 23:39:13.000000,,116,,"B01051"
"B00227",2020-04-29 05:30:00.000000,2020-04-29 06:01:00.000000,264,264,,"B00227"
"B02550",2020-04-21 08:25:08.000000,2020-04-21 08:29:28.000000,,82,,"B02875"
"B01726",2020-04-26 19:15:17.000000,2020-04-26 19:26:15.000000,,69,,"B01726"
"B02920",2020-04-24 05:22:50.000000,2020-04-24 05:29:03.000000,264,168,,"B02920"
"B01340",2020-04-07 17:31:02.000000,2020-04-07 17:34:31.000000,264,153,,"B01340"
"B00856",2020-04-28 11:13:59.000000,2020-04-28 11:20:15.000000,264,76,,"B03176"
"B01239",2020-04-09 08:55:54.000000,2020-04-09 09:01:30.000000,,51,,"B01239"
"B02809",2020-04-24 09:36:49.000000,2020-04-24 10:02:38.000000,,242,,"B02809"
"B03160",2020-04-18 10:14:00.000000,2020-04-18 10:25:00.000000,265,259,,"B02872"
"B03060",2020-04-10 11:59:43.000000,2020-04-10 12:08:48.000000,264,210,,"B03060"
"B01312",2020-04-14 11:52:15.000000,2020-04-14 12:01:19.000000,264,85,,"B02765"
"B03164",2020-04-29 10:41:14.000000,2020-04-29 10:47:04.000000,264,18,,"B03164"
"B00900",2020-04-08 09:19:18.000000,2020-04-08 09:28:30.000000,264,63,,"B00900"
"B02968",2020-04-16 07:25:12.000000,2020-04-16 07:34:25.000000,264,182,,"B02968"
"B02905",2020-04-10 23:54:40.000000,2020-04-11 00:10:16.000000,,227,,"B02905"
"B02905",2020-04-19 22:40:13.000000,2020-04-19 22:47:06.000000,,133,,"B02905"
"B03137",2020-04-29 11:00:00.000000,2020-04-29 11:45:00.000000,264,264,,"B03137"
"B02573",2020-04-06 10:08:08.000000,2020-04-06 10:17:37.000000,,181,,"B02573"
"B01016",2020-04-01 07:37:26.000000,2020-04-01 07:38:53.000000,264,76,,"B01016"
"B03016",2020-04-16 09:29:49.000000,2020-04-16 09:49:58.000000,,69,,"B03016"
"B02794",2020-04-18 05:36:10.000000,2020-04-18 05:49:31.000000,264,188,,"B02492"
"B02138",2020-04-02 09:54:34.000000,2020-04-02 10:00:51.000000,264,26,,"B02138"
"B02138",2020-04-30 18:36:30.000000,2020-04-30 18:39:32.000000,264,22,,"B02138"
"B00856",2020-04-19 15:34:29.000000,2020-04-19 15:46:06.000000,264,37,,"B00856"
"B01312",2020-04-08 15:01:25.000000,2020-04-08 15:20:33.000000,264,45,,"B02888"
"B02162",2020-04-01 17:22:07.000000,2020-04-01 17:22:08.000000,264,169,,"1UBER"
"B02552",2020-04-23 12:28:54.000000,2020-04-23 13:19:33.000000,39,265,,"B02872"
"B01315",2020-04-30 06:43:42.000000,2020-04-30 06:53:49.000000,264,169,,"B01315"
"B03164",2020-04-27 12:05:02.000000,2020-04-27 12:16:38.000000,264,169,,"B03164"
"B01710",2020-04-23 13:53:47.000000,2020-04-23 14:14:36.000000,264,264,,"B01710"
"B00254",2020-04-18 00:32:40.000000,2020-04-18 00:56:22.000000,13,248,,"B00254"
"B02930",2020-04-18 22:48:47.000000,2020-04-18 22:52:17.000000,264,182,,"B02930"
"B01091",2020-04-06 14:26:05.000000,2020-04-06 14:41:11.000000,264,264,,"B01091"
"B01710",2020-04-20 18:38:38.000000,2020-04-20 19:09:14.000000,264,264,,"B01710"
"B00856",2020-04-16 02:02:26.000000,2020-04-16 02:06:55.000000,264,63,,"B02887"
"B01985",2020-04-07 16:47:00.000000,2020-04-07 17:04:00.000000,,,,"B01985"
"B01367",2020-04-23 16:44:14.000000,2020-04-23 17:12:31.000000,88,175,,"B01367"
"B02133",2020-04-29 08:06:25.000000,2020-04-29 08:40:07.000000,264,264,,"B02836"
"B01536",2020-04-16 20:39:03.000000,2020-04-16 21:22:11.000000,264,174,,"B01536"
"B01239",2020-04-17 22:20:09.000000,2020-04-17 22:41:29.000000,,182,,"B01239"
"B00937",2020-04-18 13:58:32.000000,2020-04-18 14:09:36.000000,264,243,,"B00937"
"B02653",2020-04-25 10:34:59.000000,2020-04-25 10:42:05.000000,264,247,,"B02653"
"B02799",2020-04-03 08:18:21.000000,2020-04-03 08:23:48.000000,,133,,"B02799"
"B02546",2020-04-22 19:18:17.000000,2020-04-22 19:32:16.000000,264,235,,"B02546"
"B00310",2020-04-25 07:16:23.000000,2020-04-25 07:19:03.000000,264,248,,"B01328"
"B03047",2020-04-10 08:13:13.000000,2020-04-10 08:17:55.000000,136,235,,"B03047"
"B02003",2020-04-01 16:36:09.000000,2020-04-01 16:37:40.000000,,,,"B02003"
"B01285",2020-04-07 00:00:09.000000,2020-04-07 00:04:41.000000,264,169,,"B01285"
"B00789",2020-04-29 17:26:42.000000,2020-04-29 18:01:47.000000,,,,"B00789"
"B02550",2020-04-08 13:00:04.000000,2020-04-08 13:15:56.000000,,254,,"B02877"
"B00802",2020-04-13 06:33:54.000000,2020-04-13 06:50:41.000000,,181,,"B00802"
"B00014",2020-04-27 06:19:07.000000,2020-04-27 06:40:54.000000,,,,"B00014"
"B00310",2020-04-10 15:24:17.000000,2020-04-10 15:36:46.000000,264,213,,"B00310"
"B02849",2020-04-29 15:05:17.000000,2020-04-29 15:25:17.000000,264,165,,"B02849"
"B00706",2020-04-17 07:51:24.000000,2020-04-17 07:55:33.000000,206,206,,"B00706"
"B01190",2020-04-22 11:16:19.000000,2020-04-22 11:25:50.000000,,36,,"B01190"
"B03016",2020-04-10 07:40:02.000000,2020-04-10 07:52:27.000000,,265,,"B02870"
"B00001",2020-04-20 11:00:00.000000,2020-04-20 15:48:00.000000,264,264,,"B00001"
"B02719",2020-04-06 06:45:04.000000,2020-04-06 06:53:27.000000,264,185,,"B02719"
"B00692",2020-04-28 23:37:13.000000,2020-04-28 23:49:06.000000,264,89,,"B00692"
"B01145",2020-04-29 17:38:20.000000,2020-04-29 17:52:15.000000,264,47,,"B02800"
"B01553",2020-04-07 08:02:54.000000,2020-04-07 08:09:15.000000,,258,,"B01553"
"B03055",2020-04-04 08:21:29.000000,2020-04-04 08:39:38.000000,264,62,,"B03055"
"B01312",2020-04-06 12:26:44.000000,2020-04-06 12:58:08.000000,264,63,,"B03202"
"B00856",2020-04-27 21:26:21.000000,2020-04-27 21:39:48.000000,264,85,,"B02765"
"B03080",2020-04-17 10:55:57.000000,2020-04-17 11:26:36.000000,,168,,"B02872"
"B02550",2020-04-01 14:44:15.000000,2020-04-01 14:59:50.000000,,235,,"B02865"
"B02437",2020-04-08 12:44:55.000000,2020-04-08 12:55:59.000000,264,235,,"B02437"
"B02968",2020-04-04 07:37:57.000000,2020-04-04 07:55:44.000000,264,241,,"B02968"
"B02826",2020-04-03 14:04:06.000000,2020-04-03 14:48:14.000000,,21,,"B02826"
"B00021         ",2020-04-17 17:39:08.000000,2020-04-17 17:49:40.000000,56,56,,"B00021         "
"B01899",2020-04-01 14:49:50.000000,2020-04-01 14:51:26.000000,264,264,,"B01899"
"B00706",2020-04-09 14:41:52.000000,2020-04-09 14:42:01.000000,221,206,,"B00706"
"B00911",2020-04-16 14:19:34.000000,2020-04-16 14:40:36.000000,264,244,,"B00911"
"B01454",2020-04-04 09:42:02.000000,2020-04-04 09:47:04.000000,264,61,,"B01454"
"B01338",2020-04-15 08:48:57.000000,2020-04-15 08:57:43.000000,,18,,"B01338"
"B00821",2020-04-25 19:38:32.000000,2020-04-25 19:47:07.000000,264,63,,"B00821"
"B01200",2020-04-13 11:42:40.000000,2020-04-13 11:51:46.000000,264,226,,"B01200"
"B02517         ",2020-04-01 07:25:30.000000,2020-04-01 07:54:43.000000,221,44,,"B02517         "
"B00802",2020-04-29 00:06:54.000000,2020-04-29 00:11:28.000000,,67,,"B00802"
"B01437",2020-04-23 16:02:02.000000,2020-04-23 16:21:22.000000,264,63,,"B03227"
"B02905",2020-04-11 13:03:26.000000,2020-04-11 13:10:05.000000,,111,,"B02905"
"B02855",2020-04-24 11:06:04.000000,2020-04-24 11:08:50.000000,264,188,,"B02855"
"B02653",2020-04-06 08:50:18.000000,2020-04-06 08:55:37.000000,264,241,,"B02653"
"B01899",2020-04-23 19:16:27.000000,2020-04-23 19:32:28.000000,264,264,,"B01899"
"B03016",2020-04-25 02:13:03.000000,2020-04-25 02:16:25.000000,,254,,"B03016"
"B02834",2020-04-03 18:00:00.000000,2020-04-03 18:11:33.000000,160,179,,"B02834"
"B03016",2020-04-15 00:18:40.000000,2020-04-15 00:22:28.000000,,259,,"B02888"
"B02243",2020-04-08 09:53:51.000000,2020-04-08 10:35:58.000000,49,78,,"B02243"
"B00271",2020-04-15 18:28:40.000000,2020-04-15 19:00:26.000000,264,265,,"B02866"
